artifact_id,category,payload_group,group_ordinal,matched_control_id,carrier_sha256,row1_mean_surprisal,row2_mean_surprisal,score_change,units,plot_horizontal_offset,row1_fixed_minus_matched_control,row2_fixed_minus_matched_control
HT4-row1-fixed,fixed,HT4-row1,4,control-HT4-row1,361820433f2df09c9767267fbf2813b119612c96c446a25815c22e02d9fd5d43,4.105187184330974,4.452591263519421,0.34740407918844696,bits per delivered RGB channel value,-0.21789473684210525,0.40810994307678516,0.44529645792807493
HT5-row1-fixed,fixed,HT5-row1,5,control-HT5-row1,6634ddce93e0f146670eeac5513918c07b4530c0d49b739b4fac13021836137d,4.311485958104281,4.57279606760978,0.2613101095054997,bits per delivered RGB channel value,-0.19052631578947365,0.15108754534263458,-0.21519043688880135
HT6-row1-fixed,fixed,HT6-row1,6,control-HT6-row1,4894444bf4f425cdb69497ccbb3a518896a20ce9596b8e997f62116256c61d38,4.110237834200498,4.528667625603697,0.4184297914031996,bits per delivered RGB channel value,-0.16315789473684209,0.5518851031899756,0.37235034851855975
HT7-row1-fixed,fixed,HT7-row1,7,control-HT7-row1,a567cd7834e04e8a2cfb3bbdad0aef555d6e92cda364950dd93bf4db37746042,4.358979223519152,4.623637072238292,0.26465784871914,bits per delivered RGB channel value,-0.13578947368421052,0.8592304893113552,0.5325152916316478
HT8-row1-fixed,fixed,HT8-row1,8,control-HT8-row1,7690534bc5ee52f041ea8c6c2bfbf839b1bf126e91d6178551644d659ac73ebb,4.321580252147945,4.579454336944048,0.25787408479610274,bits per delivered RGB channel value,-0.10842105263157892,0.5495363894226766,0.07078260673452164
HT9-row1-fixed,fixed,HT9-row1,9,control-HT9-row1,564480537c880d549c23c6f41f379d91979dec10779dd60a31a868c12c3b33da,4.622866251518536,5.107493321240743,0.48462706972220726,bits per delivered RGB channel value,-0.08105263157894735,0.7910079905853351,0.6513799244073457
HT10-row1-fixed,fixed,HT10-row1,10,control-HT10-row1,9e1f2f4b4e80fc2cf3cac407b949f49a5145d6b81f3eaa12fff238ed4309e8d4,3.902649805648045,4.247300233291635,0.34465042764359,bits per delivered RGB channel value,-0.05368421052631578,0.47745500731078794,0.15993565451637615
HT11-row1-fixed,fixed,HT11-row1,11,control-HT11-row1,984acc43db591014020e9b30bba8eaf67110e025118426abdd0baebc0367df50,4.46102054738551,4.676182816267862,0.21516226888235224,bits per delivered RGB channel value,-0.02631578947368418,1.3729529702746626,1.0711199868885664
HT12-row1-fixed,fixed,HT12-row1,12,control-HT12-row1,430cced86f67b256a7683b6b95a30b2f2417c0c4c1398371815b4a8dd20c1af3,4.342844944223802,4.701084043053661,0.35823909882985916,bits per delivered RGB channel value,0.001052631578947416,1.0368542858291065,0.7454847867661827
HT13-row1-fixed,fixed,HT13-row1,13,control-HT13-row1,440fcb678c30542078ff34d358144078cbd8d723b02c75c58eb65c580d29cfa2,3.8716459769254823,4.138974465880948,0.2673284889554659,bits per delivered RGB channel value,0.028421052631578958,0.20525561835370087,-0.18452548559553605
HT14-row1-fixed,fixed,HT14-row1,14,control-HT14-row1,0f91762c3a058dad741f2f5f2ac86c91fb83fdd92e7d3c99efd32211251ea080,4.4893785733556335,4.99335343329267,0.5039748599370366,bits per delivered RGB channel value,0.055789473684210555,0.40638905077752874,0.1736181758980564
HT15-row1-fixed,fixed,HT15-row1,15,control-HT15-row1,80ad8ca33a04dcd8c58df821b7de3f9cae717970590a2ff3195c44470eb45d41,4.4186963499492276,4.900674140626443,0.4819777906772158,bits per delivered RGB channel value,0.08315789473684215,0.7498554709572347,0.6372397920263868
HT16-row1-fixed,fixed,HT16-row1,16,control-HT16-row1,018299a294dd52ae3033d3aaadb95e7114e095be2d4faf4443935f3db28852bd,4.192962890591171,4.428436915973651,0.23547402538248008,bits per delivered RGB channel value,0.1105263157894737,0.8332062479810594,0.45011163204697935
HT17-row1-fixed,fixed,HT17-row1,17,control-HT17-row1,4c701f709f60a57621ddb805cf77f968c007345271814900f04da58ead22af23,3.98728123527332,4.408126254309406,0.42084501903608595,bits per delivered RGB channel value,0.1378947368421053,0.37517009450762195,0.11013774984941005
HT18-row1-fixed,fixed,HT18-row1,18,control-HT18-row1,b6317a4d5b66f17b472886e26eab489a646b6079f00616d9d981d331a82bf478,4.226137046665123,4.480153058403115,0.25401601173799193,bits per delivered RGB channel value,0.1652631578947369,0.25512560406745655,-0.13744825906095848
HT19-row1-fixed,fixed,HT19-row1,19,control-HT19-row1,dc46b14559d3a540039b9abb35ec771b397cc7c536683e91e70a71384df7d846,3.6495787012436556,3.8807079494053043,0.2311292481616487,bits per delivered RGB channel value,0.19263157894736843,-0.7344794268051467,-1.1699614903931619
HT20-row1-fixed,fixed,HT20-row1,20,control-HT20-row1,31e1d1ab53f4f205694d3d0d05532d5d65c632e7c550f4afac36fb3a84d95254,4.427229184339204,4.664389062569413,0.23715987823020868,bits per delivered RGB channel value,0.22,1.1898310619615975,0.8651254941565636
HT1-row1-gated,gated,HT1-row1,1,control-HT1-row1,149dd996ee2b429b6d6248debc88cc13101a46517eb61d9d00676c2a6f24edfd,4.154971874498308,4.532869541516848,0.3778976670185399,bits per delivered RGB channel value,-0.3,,
HT2-row1-gated,gated,HT2-row1,2,control-HT2-row1,e8f3608f8a6ce3bf5c1e4aa552b4c4af91eff08ca7fb4b0aa560cdfdf1aab171,3.977724318721515,4.5331686036194165,0.5554442848979013,bits per delivered RGB channel value,-0.2726315789473684,,
HT3-row1-gated,gated,HT3-row1,3,control-HT3-row1,b1c3e2d432d013b9cd075c434338fcf545acea4f023a967ce84f55e6fa46c1ec,4.077407771356033,4.657826594200638,0.5804188228446048,bits per delivered RGB channel value,-0.24526315789473682,,
HT4-row1-gated,gated,HT4-row1,4,control-HT4-row1,c24b644286963f40b294901c08e95f8895395318eb73d2dd6e342817eefa7c88,4.049114774963166,4.3473209051315855,0.29820613016841957,bits per delivered RGB channel value,-0.21789473684210525,,
HT5-row1-gated,gated,HT5-row1,5,control-HT5-row1,93bd785b7a8206e0a0d9f4bc606a9ec5bfbd20645910a45d1931178e0a08157b,4.039515721027695,4.72958282625643,0.690067105228735,bits per delivered RGB channel value,-0.19052631578947365,,
HT6-row1-gated,gated,HT6-row1,6,control-HT6-row1,c01fce6da3f3c9ae6a542765596506b4d72c36c0db10539bf951856695b46197,3.9985657400949126,4.638677326935417,0.6401115868405043,bits per delivered RGB channel value,-0.16315789473684209,,
HT7-row1-gated,gated,HT7-row1,7,control-HT7-row1,b320182e6b72e892d98cec42a562e11b5120283fa1052a2075f588c55abfcac2,3.8718024977681855,4.6011521193133955,0.72934962154521,bits per delivered RGB channel value,-0.13578947368421052,,
HT8-row1-gated,gated,HT8-row1,8,control-HT8-row1,adeca50c085d52adae7178fa8c1f35503d646d2a1b77f92d364a6a67bffed036,4.0486114163284626,4.610267754432677,0.5616563381042141,bits per delivered RGB channel value,-0.10842105263157892,,
HT9-row1-gated,gated,HT9-row1,9,control-HT9-row1,4ca7d9d68ada98e5b92edd5747917b54741297e6540d3145c20229675007371d,4.26356270637162,4.733873822430662,0.4703111160590421,bits per delivered RGB channel value,-0.08105263157894735,,
HT10-row1-gated,gated,HT10-row1,10,control-HT10-row1,da237e7a3c82a13ecb30b76032c4b8d9e11309abc6cccbc8747bdc27d843702d,4.427367342988583,4.899618769812238,0.4722514268236555,bits per delivered RGB channel value,-0.05368421052631578,,
HT11-row1-gated,gated,HT11-row1,11,control-HT11-row1,4d75d2629af3fa0a91362bf7003484f314bdbf22fc831dd1139fe030750c301c,4.5166887821916335,4.94695428312267,0.43026550093103655,bits per delivered RGB channel value,-0.02631578947368418,,
HT12-row1-gated,gated,HT12-row1,12,control-HT12-row1,ad786072dcc13c1585f0b79a14d06aa52e4b269d0997bc2bb1b99ec76f549945,3.940879112717406,4.232460503052637,0.29158139033523156,bits per delivered RGB channel value,0.001052631578947416,,
HT13-row1-gated,gated,HT13-row1,13,control-HT13-row1,6969976b3e2a23385a93294d4032b0213112c15d93127e2ee9f8492636a14757,3.6544664224903243,4.401266037595763,0.7467996151054384,bits per delivered RGB channel value,0.028421052631578958,,
HT14-row1-gated,gated,HT14-row1,14,control-HT14-row1,093c5410e9bb3a44f47cee25d6bddec8deb5c6c4738f2f7770f273577e509ca9,4.1408367702573665,4.7366513497059834,0.5958145794486169,bits per delivered RGB channel value,0.055789473684210555,,
HT15-row1-gated,gated,HT15-row1,15,control-HT15-row1,c1e722b524003019b24430b87a4375d26ad1882e05149c089aee38fd4219c7e6,4.3863248863062845,4.957323248206425,0.5709983619001404,bits per delivered RGB channel value,0.08315789473684215,,
HT16-row1-gated,gated,HT16-row1,16,control-HT16-row1,1a4b09051782009eeb5c23f129474dfa3d97f1fae67d23b015b5bcd93ab0f4de,4.176991118191572,4.416942186040528,0.23995106784895537,bits per delivered RGB channel value,0.1105263157894737,,
HT17-row1-gated,gated,HT17-row1,17,control-HT17-row1,b4882a583c6af864dc738f76ead29489144e0d946656ba67d89d4f9ffc4d51a5,4.1498068660357,4.417780877063727,0.2679740110280271,bits per delivered RGB channel value,0.1378947368421053,,
HT18-row1-gated,gated,HT18-row1,18,control-HT18-row1,12eb84fd1548d066c5bc7ba3f1860239ccd1e59bbcc31371d796a89f010b17ee,3.731936271364319,4.081416086911916,0.34947981554759666,bits per delivered RGB channel value,0.1652631578947369,,
HT19-row1-gated,gated,HT19-row1,19,control-HT19-row1,1630557f6652d02c33abeab72c4670095afd53bde3da303e68cebcf948e1f8f1,4.2944154395648315,4.848382497213013,0.5539670576481814,bits per delivered RGB channel value,0.19263157894736843,,
HT20-row1-gated,gated,HT20-row1,20,control-HT20-row1,28b80734e5a8314cda4d50d90605400947ec56201d68c408561a64b6bd122e74,3.5855692606698444,4.42813099137891,0.8425617307090656,bits per delivered RGB channel value,0.22,,
HT1-row1-arithmetic,arithmetic,HT1-row1,1,control-HT1-row1,577ccf4cc774feeee8ade7e9a99b99630dd1ff6cb57db485570c70587b650be9,3.559587488739819,4.165136301105886,0.6055488123660675,bits per delivered RGB channel value,-0.3,,
HT2-row1-arithmetic,arithmetic,HT2-row1,2,control-HT2-row1,e495ac84011914730bdeeee42b358fd0f7d082a5d865fff5ae3d28fdc6abc044,3.9038926141353287,4.566746500131315,0.6628538859959865,bits per delivered RGB channel value,-0.2726315789473684,,
HT3-row1-arithmetic,arithmetic,HT3-row1,3,control-HT3-row1,d8e4d8c43c7c14c0157d82809df6a3e25bd13f9efdc2403e557b6975b2a3600b,3.5544167908549134,4.190346155163763,0.6359293643088493,bits per delivered RGB channel value,-0.24526315789473682,,
HT4-row1-arithmetic,arithmetic,HT4-row1,4,control-HT4-row1,a07f95069705a8d35a00fbcbc59c2dc48af53b9f8e467b5d81786fee8007ad2c,3.7223576988172664,4.408924324334149,0.6865666255168823,bits per delivered RGB channel value,-0.21789473684210525,,
HT5-row1-arithmetic,arithmetic,HT5-row1,5,control-HT5-row1,750f13f77284083a5446b79e089963b17b2bc5daaec50afd4acf4ac27eb26d75,4.155423781142175,4.696050106087094,0.5406263249449195,bits per delivered RGB channel value,-0.19052631578947365,,
HT6-row1-arithmetic,arithmetic,HT6-row1,6,control-HT6-row1,b5891935fa6fa4a80c51e7503d258fc5779dd9820a82d80df6452eb21ac43858,3.53269014534262,4.2732185765239725,0.7405284311813527,bits per delivered RGB channel value,-0.16315789473684209,,
HT7-row1-arithmetic,arithmetic,HT7-row1,7,control-HT7-row1,b79bea765b9686c0b1fe7c819ed70b492c00e1fda5f0d9227178d4cf3e021dce,4.264966888160069,4.8775395425932775,0.6125726544332082,bits per delivered RGB channel value,-0.13578947368421052,,
HT8-row1-arithmetic,arithmetic,HT8-row1,8,control-HT8-row1,2779e9b28710b3f3b7c64f5dc08a2e8b5327a5e60fc3a777c433adffb94d026f,4.036545705372083,4.624540252777425,0.5879945474053425,bits per delivered RGB channel value,-0.10842105263157892,,
HT9-row1-arithmetic,arithmetic,HT9-row1,9,control-HT9-row1,b19c36db1b688fc52bc32121088a191beef264e0a46b5618c7e83762503549bf,3.4840815848612015,4.143379888050738,0.6592983031895367,bits per delivered RGB channel value,-0.08105263157894735,,
HT10-row1-arithmetic,arithmetic,HT10-row1,10,control-HT10-row1,2740fa9c5bc6b0a9c2984beddde4351a7cccb41b2b7b6410c169ca18b4c4f3e3,3.282170902471483,3.9475847420881807,0.6654138396166975,bits per delivered RGB channel value,-0.05368421052631578,,
HT11-row1-arithmetic,arithmetic,HT11-row1,11,control-HT11-row1,88b4f0c5466db6f56bcbc51bd6b75d6568630cbc6a9645918ed62404c3329f30,3.741520361341614,4.273358881074994,0.5318385197333804,bits per delivered RGB channel value,-0.02631578947368418,,
HT12-row1-arithmetic,arithmetic,HT12-row1,12,control-HT12-row1,d84705f00d5d74501d297b20be0c6740bd0819736e41c84850fcd1cac26525a6,3.6073148403669753,4.191859122830376,0.5845442824634008,bits per delivered RGB channel value,0.001052631578947416,,
HT13-row1-arithmetic,arithmetic,HT13-row1,13,control-HT13-row1,bce6b667deb9d84d8fe4fba0cc8fbfa914de3a2148622871db643aaeaf89daf8,3.5421754721347063,4.1918921634388235,0.6497166913041172,bits per delivered RGB channel value,0.028421052631578958,,
HT14-row1-arithmetic,arithmetic,HT14-row1,14,control-HT14-row1,82728c1c7674802a53667ad73fe0aa8bfa2654090afed880ea0ff1c1d30f2658,3.8091522565974723,4.4023454345201305,0.5931931779226582,bits per delivered RGB channel value,0.055789473684210555,,
HT15-row1-arithmetic,arithmetic,HT15-row1,15,control-HT15-row1,4dc70033442cfd1a3df58e213dc728c0e8c6fbe5880e43b70dd796dd0078e239,4.4823738313049395,5.11774889673105,0.6353750654261106,bits per delivered RGB channel value,0.08315789473684215,,
HT16-row1-arithmetic,arithmetic,HT16-row1,16,control-HT16-row1,003e41738d3b69c10bf2fdaf58d50032b0f9d225209c70580dcbe57389b58f18,3.5313348237311875,4.179594780543298,0.6482599568121108,bits per delivered RGB channel value,0.1105263157894737,,
HT17-row1-arithmetic,arithmetic,HT17-row1,17,control-HT17-row1,3d39f5242e1f5fda180f67f02e80dd4823f122af3b3f244a4129f83bb749871a,3.4057871348111726,4.120338866959884,0.7145517321487111,bits per delivered RGB channel value,0.1378947368421053,,
HT18-row1-arithmetic,arithmetic,HT18-row1,18,control-HT18-row1,c5ab76cc72b69688ed289c06e57851cdd6e036bb949f05bfef28273a9291edea,3.8970660964590333,4.428243515723194,0.5311774192641607,bits per delivered RGB channel value,0.1652631578947369,,
HT19-row1-arithmetic,arithmetic,HT19-row1,19,control-HT19-row1,0a690abbb4c1547e2361c4a661d5cd86276b4de5e7bf2a72164ad1bb43f0e40f,3.592560299715762,4.311035527572809,0.7184752278570468,bits per delivered RGB channel value,0.19263157894736843,,
HT20-row1-arithmetic,arithmetic,HT20-row1,20,control-HT20-row1,f1488ebdcd03a791be7f701900a3a3e053392d6203592e02db854b6ec0a20969,4.287567975787315,4.867403121534138,0.5798351457468227,bits per delivered RGB channel value,0.22,,
