case,direction,position,useful_packet_prefix_bits,emitted_including_suffix_bits,eligible_surprisal_bits,eligible_entropy_bits,is_endpoint
HI15-prompt1-arithmetic,image-to-text,384,329,329,330.11960302226487,330.8862617988924,False
HI15-prompt1-arithmetic,image-to-text,512,484,484,485.9356000401528,466.6410632788331,False
HI15-prompt1-arithmetic,image-to-text,640,696,696,702.232621255412,662.2190648879304,False
HI15-prompt1-arithmetic,image-to-text,768,784,784,786.5731572211896,762.760183907285,False
HI15-prompt1-arithmetic,image-to-text,896,926,926,927.1727728392406,887.3372308784355,False
HI15-prompt1-arithmetic,image-to-text,1024,975,975,976.9751021010454,940.8928541543402,False
HI15-prompt1-arithmetic,image-to-text,1152,1082,1082,1082.9872874266775,1042.9509650531425,False
HI15-prompt1-arithmetic,image-to-text,1280,1179,1179,1179.7632575963114,1132.133787721441,False
HI15-prompt1-arithmetic,image-to-text,1408,1200,1200,1201.0342882274924,1156.4129770396737,False
HI15-prompt1-arithmetic,image-to-text,1536,1201,1201,1203.14386678187,1166.2635825331588,False
HI15-prompt1-arithmetic,image-to-text,1664,1242,1242,1244.070559183183,1204.7388749514464,False
HI15-prompt1-arithmetic,image-to-text,1792,1255,1255,1256.5476694208726,1237.9555023548762,False
HI15-prompt1-arithmetic,image-to-text,1920,1264,1264,1265.8603697173598,1252.6632333530838,False
HI15-prompt1-arithmetic,image-to-text,2048,1429,1429,1430.5635329735533,1395.653266093841,True
HT15-row1-arithmetic,text-to-image,128,570,570,572.1111299377125,548.2622984659971,False
HT15-row1-arithmetic,text-to-image,256,1078,1078,1079.1154069192903,1067.7596258994874,False
HT15-row1-arithmetic,text-to-image,384,1597,1597,1598.374617762837,1578.8747978583376,False
HT15-row1-arithmetic,text-to-image,512,2173,2173,2175.272473536188,2142.4437688935864,False
HT15-row1-arithmetic,text-to-image,565,2336,2364,2364.101483124344,2337.3799686842744,True
HI16-prompt1-arithmetic,image-to-text,128,121,121,122.06946915170607,113.26340679876158,False
HI16-prompt1-arithmetic,image-to-text,256,292,292,292.74464693884244,305.20323574580266,False
HI16-prompt1-arithmetic,image-to-text,384,497,497,497.74381051776936,483.1195165125569,False
HI16-prompt1-arithmetic,image-to-text,512,673,673,676.5682716543521,664.9677958952931,False
HI16-prompt1-arithmetic,image-to-text,640,874,874,874.9334747735018,864.6112718052105,False
HI16-prompt1-arithmetic,image-to-text,768,874,874,875.5068881568515,865.8162642026892,False
HI16-prompt1-arithmetic,image-to-text,896,876,876,877.7347803075963,866.6811374866605,False
HI16-prompt1-arithmetic,image-to-text,1024,876,876,878.5697807641876,867.7991113606888,False
HI16-prompt1-arithmetic,image-to-text,1152,876,876,879.1089241168509,869.1773818347262,False
HI16-prompt1-arithmetic,image-to-text,1280,907,907,907.3771002104133,904.2263004252958,False
HI16-prompt1-arithmetic,image-to-text,1408,1191,1191,1192.5603888040507,1193.5646263737879,False
HI16-prompt1-arithmetic,image-to-text,1536,1467,1467,1469.3104146335454,1474.8821167997603,False
HI16-prompt1-arithmetic,image-to-text,1664,1716,1716,1717.9024376855305,1734.8394852169324,False
HI16-prompt1-arithmetic,image-to-text,1792,1864,1864,1864.65788287848,1903.5184260864635,False
HI16-prompt1-arithmetic,image-to-text,1920,2043,2043,2044.7889423057095,2068.0137938154066,False
HI16-prompt1-arithmetic,image-to-text,2048,2216,2216,2217.964828242554,2263.8348004292416,True
HT16-row1-arithmetic,text-to-image,128,560,560,561.2843811840897,546.3425690164976,False
HT16-row1-arithmetic,text-to-image,256,1061,1061,1063.5188576445635,1040.39695545569,False
HT16-row1-arithmetic,text-to-image,384,1511,1511,1515.5904083109258,1476.9047289283906,False
HT16-row1-arithmetic,text-to-image,512,2049,2049,2049.7028812645112,2019.5410690366164,False
HT16-row1-arithmetic,text-to-image,598,2336,2367,2371.4249719053473,2346.1566642412404,True
HI17-prompt1-arithmetic,image-to-text,128,76,76,80.12529344114381,104.74725956750012,False
HI17-prompt1-arithmetic,image-to-text,256,249,249,250.00044191103274,245.7926505670503,False
HI17-prompt1-arithmetic,image-to-text,384,375,375,375.89978738147965,362.88457313594927,False
HI17-prompt1-arithmetic,image-to-text,512,563,563,563.8293876254844,547.4168481531718,False
HI17-prompt1-arithmetic,image-to-text,640,710,710,711.1649804480955,724.9015612091642,False
HI17-prompt1-arithmetic,image-to-text,768,863,863,867.974754634384,872.882219109719,False
HI17-prompt1-arithmetic,image-to-text,896,986,986,989.12656236892,995.1801177367436,False
HI17-prompt1-arithmetic,image-to-text,1024,1084,1084,1085.485742505548,1100.260810541817,False
HI17-prompt1-arithmetic,image-to-text,1152,1173,1173,1173.7425559122603,1192.6382934642365,False
HI17-prompt1-arithmetic,image-to-text,1280,1211,1211,1215.6237128315115,1242.5300569064398,False
HI17-prompt1-arithmetic,image-to-text,1408,1238,1238,1240.4840895210768,1281.19201671585,False
HI17-prompt1-arithmetic,image-to-text,1536,1263,1263,1266.3057422740105,1313.1912172335296,False
HI17-prompt1-arithmetic,image-to-text,1664,1277,1277,1278.8216496694895,1333.7924459317333,False
HI17-prompt1-arithmetic,image-to-text,1792,1277,1277,1279.0907687128197,1335.1972009262593,False
HI17-prompt1-arithmetic,image-to-text,1920,1291,1291,1292.6136045886603,1350.735358585966,False
HI17-prompt1-arithmetic,image-to-text,2048,1296,1296,1297.0716924238998,1353.839653364588,True
HT17-row1-arithmetic,text-to-image,128,512,512,512.0335467308469,519.6942553790386,False
HT17-row1-arithmetic,text-to-image,256,966,966,966.6125409094656,959.3316338341294,False
HT17-row1-arithmetic,text-to-image,384,1373,1373,1374.1005862913835,1378.251387415675,False
HT17-row1-arithmetic,text-to-image,512,1775,1775,1779.6339486641548,1782.024871733303,False
HT17-row1-arithmetic,text-to-image,640,2265,2265,2266.5062622866985,2251.620331956874,False
HT17-row1-arithmetic,text-to-image,663,2336,2367,2370.9624888386893,2355.9308097665603,True
HI18-prompt1-arithmetic,image-to-text,128,150,150,152.92936448520788,129.78243590358014,False
HI18-prompt1-arithmetic,image-to-text,256,290,290,292.26401899853084,281.10914519344163,False
HI18-prompt1-arithmetic,image-to-text,384,417,417,418.0120138704746,425.3464148447608,False
HI18-prompt1-arithmetic,image-to-text,512,734,734,736.0066663617246,724.25641114306,False
HI18-prompt1-arithmetic,image-to-text,640,920,920,921.6305011962545,915.5487714849578,False
HI18-prompt1-arithmetic,image-to-text,768,963,963,965.3212843000581,949.7860631107877,False
HI18-prompt1-arithmetic,image-to-text,896,963,963,965.6236076207056,951.2515196743414,False
HI18-prompt1-arithmetic,image-to-text,1024,963,963,966.6006478753342,955.2824056404236,False
HI18-prompt1-arithmetic,image-to-text,1152,963,963,966.7583345486948,956.6917632860108,False
HI18-prompt1-arithmetic,image-to-text,1280,972,972,972.7605139709191,963.4807212414862,False
HI18-prompt1-arithmetic,image-to-text,1408,998,998,1000.5122389442755,999.7296056633049,False
HI18-prompt1-arithmetic,image-to-text,1536,998,998,1000.8714220512713,1001.7816325754225,False
HI18-prompt1-arithmetic,image-to-text,1664,1013,1013,1015.185032610033,1007.6478193591665,False
HI18-prompt1-arithmetic,image-to-text,1792,1013,1013,1015.381439979073,1009.0996581566126,False
HI18-prompt1-arithmetic,image-to-text,1920,1013,1013,1016.6374263386473,1013.1009050127635,False
HI18-prompt1-arithmetic,image-to-text,2048,1013,1013,1016.8046514440144,1014.4909486963872,True
HT18-row1-arithmetic,text-to-image,128,549,549,553.7192425963947,548.3437257113975,False
HT18-row1-arithmetic,text-to-image,256,1097,1097,1099.207401751146,1074.6112198733986,False
HT18-row1-arithmetic,text-to-image,384,1615,1615,1616.0658733063128,1577.374213156417,False
HT18-row1-arithmetic,text-to-image,512,2105,2105,2107.453902252479,2066.4251158895663,False
HT18-row1-arithmetic,text-to-image,587,2336,2361,2366.5112737464965,2329.9737216578433,True
HI19-prompt1-arithmetic,image-to-text,128,78,78,81.11612235322711,107.04197942693091,False
HI19-prompt1-arithmetic,image-to-text,256,200,200,201.96437582469255,244.80018618209562,False
HI19-prompt1-arithmetic,image-to-text,384,319,319,321.425461433066,389.1822295856273,False
HI19-prompt1-arithmetic,image-to-text,512,453,453,454.63418848830304,536.4392898377077,False
HI19-prompt1-arithmetic,image-to-text,640,543,543,545.7190806893541,645.8966707272511,False
HI19-prompt1-arithmetic,image-to-text,768,646,646,653.0957465143141,762.4880880665522,False
HI19-prompt1-arithmetic,image-to-text,896,761,761,762.5202261131543,878.751020062074,False
HI19-prompt1-arithmetic,image-to-text,1024,972,972,973.3226609571221,1067.9093723499059,False
HI19-prompt1-arithmetic,image-to-text,1152,1116,1116,1116.651642980046,1216.6750981019343,False
HI19-prompt1-arithmetic,image-to-text,1280,1229,1229,1229.9157119473648,1320.1176476886174,False
HI19-prompt1-arithmetic,image-to-text,1408,1283,1283,1284.9799844133975,1373.6407708972229,False
HI19-prompt1-arithmetic,image-to-text,1536,1285,1285,1286.279542213402,1379.5680611306243,False
HI19-prompt1-arithmetic,image-to-text,1664,1293,1293,1294.6365248825336,1394.2626117618804,False
HI19-prompt1-arithmetic,image-to-text,1792,1302,1302,1302.4119918043878,1404.8445786519503,False
HI19-prompt1-arithmetic,image-to-text,1920,1303,1303,1303.2672947398733,1408.9556594667238,False
HI19-prompt1-arithmetic,image-to-text,2048,1304,1304,1304.8236775184753,1415.2635744399176,True
HT19-row1-arithmetic,text-to-image,128,490,490,493.6540952584797,504.8219315196733,False
HT19-row1-arithmetic,text-to-image,256,928,928,929.151402028254,941.3590127240051,False
HT19-row1-arithmetic,text-to-image,384,1365,1365,1366.6597107949062,1372.0666644092546,False
HT19-row1-arithmetic,text-to-image,512,1798,1798,1800.0461657953888,1805.9401739857176,False
HT19-row1-arithmetic,text-to-image,640,2220,2220,2221.043462823342,2244.1636309897226,False
HT19-row1-arithmetic,text-to-image,686,2336,2367,2371.5974637756412,2394.957075057416,True
HI20-prompt1-arithmetic,image-to-text,128,136,136,137.31126070017987,149.120968274583,False
HI20-prompt1-arithmetic,image-to-text,256,283,283,283.3279663977033,310.6252299301373,False
HI20-prompt1-arithmetic,image-to-text,384,479,479,479.91975911924123,532.6933631326016,False
HI20-prompt1-arithmetic,image-to-text,512,645,645,646.6147760981675,706.0872738240898,False
HI20-prompt1-arithmetic,image-to-text,640,721,721,722.8977059757908,784.459079771963,False
HI20-prompt1-arithmetic,image-to-text,768,807,807,811.9401648068177,879.3460316635088,False
HI20-prompt1-arithmetic,image-to-text,896,900,900,900.6708033834432,975.8577817980871,False
HI20-prompt1-arithmetic,image-to-text,1024,1009,1009,1011.1554156311709,1073.044659315975,False
HI20-prompt1-arithmetic,image-to-text,1152,1205,1205,1206.1995231654828,1257.0549047548075,False
HI20-prompt1-arithmetic,image-to-text,1280,1371,1371,1372.2689400802374,1430.9406889252282,False
HI20-prompt1-arithmetic,image-to-text,1408,1443,1443,1445.0327402612038,1516.2346185406861,False
HI20-prompt1-arithmetic,image-to-text,1536,1491,1491,1492.3323477985598,1588.670138373077,False
HI20-prompt1-arithmetic,image-to-text,1664,1664,1664,1669.8071796050501,1736.4803438240679,False
HI20-prompt1-arithmetic,image-to-text,1792,1742,1742,1743.7276168284304,1814.7470887502975,False
HI20-prompt1-arithmetic,image-to-text,1920,1844,1844,1844.9773298561777,1906.8001090230464,False
HI20-prompt1-arithmetic,image-to-text,2048,1949,1949,1949.9905473141641,2026.9215176961661,True
HT20-row1-arithmetic,text-to-image,128,609,609,610.4394056688872,582.9030810868494,False
HT20-row1-arithmetic,text-to-image,256,1155,1155,1160.1374743271233,1144.8460945902639,False
HT20-row1-arithmetic,text-to-image,384,1736,1736,1736.3808251491766,1713.0373882214728,False
HT20-row1-arithmetic,text-to-image,512,2298,2298,2299.994747899592,2297.11329302992,False
HT20-row1-arithmetic,text-to-image,523,2336,2365,2365.1220295949,2359.0997805663424,True
